age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59, Local-gov,286967, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
33, Private,120201, HS-grad,9, Divorced, Adm-clerical, Own-child, Other, Female,0,0,65, United-States, <=50K
35, Private,30916, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
19, Private,195985, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private,95909, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
18, ?,171088, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
24, Local-gov,317443, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
18, Private,194059, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,200967, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
21, Private,176262, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
38, Self-emp-inc,187411, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private,329144, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
47, Private,278322, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
51, Private,178054, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?, >50K
42, Private,195755, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private,100147, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
34, Private,190385, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private,207202, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
41, Private,41090, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,60, United-States, <=50K
22, Private,275385, Some-college,10, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
23, Private,220168, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,25, Jamaica, <=50K
38, Private,85244, Bachelors,13, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,190511, 7th-8th,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,2176,0,35, United-States, <=50K
63, Self-emp-not-inc,174181, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
45, Private,287190, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
42, Private,314649, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
42, Private,173704, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
47, Local-gov,287320, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
90, ?,175444, 7th-8th,4, Separated, ?, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private,187376, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Local-gov,203070, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private,387569, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
30, Private,235639, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,54098, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
20, Private,183594, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private,202652, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private,372484, 11th,7, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
35, ?,451940, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private,117779, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private,329980, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,27828,0,40, United-States, >50K
28, Private,496526, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,189219, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private,154966, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private,103925, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
37, Private,183800, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
33, ?,289046, HS-grad,9, Divorced, ?, Not-in-family, Black, Male,0,1741,40, United-States, <=50K
28, Private,37359, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
65, Self-emp-not-inc,115498, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3818,0,10, United-States, <=50K
47, Self-emp-not-inc,208407, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2002,30, United-States, <=50K
42, Private,397346, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
26, Private,181597, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private,94809, Some-college,10, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,30, United-States, <=50K
58, Private,204021, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Canada, <=50K
25, Private,111058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,1980,40, United-States, <=50K
37, Private,282951, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,194791, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,208726, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
24, Private,182504, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private,190728, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,109667, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,238049, 9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
76, Private,124191, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private,70720, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,55, United-States, >50K
50, Private,268553, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
53, Private,48343, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
28, ?,303674, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,3103,0,20, United-States, <=50K
28, Private,214385, Assoc-voc,11, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Private,73541, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,34987, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,53, United-States, <=50K
19, Private,144161, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private,563883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, >50K
25, State-gov,262664, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private,164488, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
82, Self-emp-not-inc,240491, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
19, Private,97189, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,22, United-States, <=50K
63, Self-emp-not-inc,52144, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private,448626, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,238068, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,184756, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private,118212, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, State-gov,48211, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
31, Private,118161, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,149770, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Local-gov,157240, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, United-States, <=50K
45, Private,223319, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
33, ?,98145, Some-college,10, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc,100931, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,231413, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private,77271, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, England, <=50K
28, Private,98010, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private,199307, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
30, Private,178587, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
50, Private,321770, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,121832, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
60, Private,152369, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Self-emp-inc,104892, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States, >50K
25, Self-emp-not-inc,210278, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private,169240, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private,99307, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,45, United-States, <=50K
32, Self-emp-not-inc,190290, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
34, Self-emp-inc,154227, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,75, United-States, <=50K
34, Local-gov,31391, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,53, United-States, >50K
43, Local-gov,169203, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private,150980, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,40, United-States, <=50K
27, Private,165365, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,2885,0,40, Laos, <=50K
33, Private,137088, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Ecuador, <=50K
28, Private,188928, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,312446, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, ?,263338, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,45, United-States, <=50K
20, Private,116830, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,104746, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,60, United-States, <=50K
23, Private,195411, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, State-gov,166597, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc,268797, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,17, United-States, <=50K
27, Private,176683, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private,455379, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,63, United-States, >50K
29, ?,142443, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
54, Private,150999, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private,154941, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
17, Private,156736, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,12, United-States, <=50K
26, Private,152035, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,97261, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,225193, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,182689, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, ?,109912, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,7, United-States, >50K
38, Private,316211, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,190227, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private,135525, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,72630, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private,250066, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,127139, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc,80324, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
28, Self-emp-inc,219705, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,55, United-States, <=50K
36, Private,151835, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
38, Private,32271, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,274969, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
28, ?,161290, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-inc,136823, 11th,7, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Self-emp-not-inc,225772, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
25, Private,197036, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,79586, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
35, State-gov,318891, Assoc-acdm,12, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,282944, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Local-gov,210029, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private,198965, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,214678, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private,703107, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private,193568, 11th,7, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,189922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc,46704, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
29, Private,444304, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private,33678, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,181598, 11th,7, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov,242521, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,54317, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
37, Self-emp-not-inc,121510, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, United-States, <=50K
26, Private,222637, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, Puerto-Rico, <=50K
40, Private,53727, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
36, State-gov,196348, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
68, Private,225612, Bachelors,13, Widowed, Sales, Not-in-family, White, Male,0,0,35, United-States, >50K
53, State-gov,105728, HS-grad,9, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,28, United-States, >50K
22, Private,227626, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,177114, Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Female,0,0,27, United-States, <=50K
28, Private,190350, 9th,5, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private,199900, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,55, United-States, >50K
36, Private,76845, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
55, Self-emp-not-inc,189721, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
17, Private,276718, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
48, Private,217019, HS-grad,9, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,28, United-States, <=50K
53, Local-gov,324021, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, State-gov,183735, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc,163108, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
69, ?,148694, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc,257200, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Local-gov,171328, 10th,6, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
57, Self-emp-not-inc,123778, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
41, ?,254630, Assoc-voc,11, Divorced, ?, Not-in-family, White, Male,0,0,80, United-States, <=50K
37, Private,224541, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,182302, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Federal-gov,38973, Bachelors,13, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-inc,277256, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
69, ?,259323, Prof-school,15, Divorced, ?, Not-in-family, White, Male,0,0,5, United-States, <=50K
24, Private,154165, 9th,5, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private,113550, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private,99736, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,15020,0,50, United-States, >50K
36, Private,336595, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Local-gov,200808, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
20, Private,271379, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
62, Private,159908, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States, >50K
36, Private,112497, 9th,5, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc,240236, Assoc-acdm,12, Separated, Sales, Not-in-family, Black, Male,0,0,30, United-States, <=50K
27, Private,189589, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,160369, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,317528, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,34, United-States, <=50K
33, Self-emp-not-inc,118267, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Private,97883, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private,298215, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private,105370, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, ?,84232, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,4, United-States, <=50K
54, Private,161691, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,2559,40, United-States, >50K
19, Private,124265, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private,425049, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
41, Private,445382, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65, United-States, >50K
33, Private,187560, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
39, Private,31670, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
35, Private,173858, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
70, Self-emp-inc,379819, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,10566,0,40, United-States, <=50K
60, Private,317083, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
47, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc,204116, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,2174,0,40, United-States, <=50K
55, Private,116878, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,30, United-States, >50K
59, Private,245196, 10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
45, Private,30457, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
50, Self-emp-not-inc,170562, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, <=50K
46, Private,42972, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,22, United-States, >50K
18, Private,190325, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private,221167, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
22, Private,363219, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private,33794, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov,156015, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,111483, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Local-gov,250585, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Self-emp-not-inc,221626, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1579,20, United-States, <=50K
48, Private,166929, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, ?, >50K
47, Private,70754, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,322143, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,70, United-States, >50K
26, Private,195555, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov,151790, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
52, Self-emp-inc,287927, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States, >50K
28, Private,161674, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
60, ?,174073, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc,151402, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1573,70, United-States, <=50K
59, Private,232672, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private,186886, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,55, United-States, <=50K
24, Private,216469, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1579,50, United-States, <=50K
53, Federal-gov,205288, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,35, United-States, >50K
36, Private,222584, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Federal-gov,255386, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
59, Local-gov,53304, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private,132320, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
44, Self-emp-inc,71556, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, ?, >50K
54, Private,349340, Preschool,1, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
32, Local-gov,235109, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
40, Private,201764, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc,171924, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
